dataset,coarsening_method,coarsening_ratio,exp_setup,extra_nodes,cluster_node,hidden,num_layers1,num_layers2,epochs1,epochs2,batch_size,lr,best_test_loss,best_test_acc
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.8492901921272278,0.09090909090909091
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,37.9476261138916,0.13636363636363635
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,4.289917259216309,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,54.200276692708336,0.5
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,538.3481260172526,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.8197242617607117,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,4.662098336219787,0.3333333333333333
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,22.419248580932617,0.16666666666666666
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8355266094207763,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,3.6193286418914794,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,17.772495460510253,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.877358078956604,0.13636363636363635
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.9915048480033875,0.045454545454545456
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,4.370508670806885,0.18181818181818182
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,15.025592639247577,0.0
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,232.6215500640869,0.5
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,1310.408426920573,0.0
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.7955085039138794,0.16666666666666666
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,19.23259449005127,0.16666666666666666
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,161.7897750854492,0.0
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.7673529624938964,0.3181818181818182
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,7.592403697967529,0.09090909090909091
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,123.7118637084961,0.18181818181818182
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.7826277017593384,0.3181818181818182
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.8034088611602783,0.36363636363636365
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,92.95209503173828,0.09090909090909091
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,31.01490612030028,0.0
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,231.97937129436488,0.5
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,1715.2966424560548,0.0
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.839258861541748,0.0
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,14.008811855316162,0.0
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,250.50548553466797,0.16666666666666666
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.7870628118515015,0.2727272727272727
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,9.073092460632324,0.13636363636363635
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,283.3333282470703,0.18181818181818182
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.8211439847946167,0.18181818181818182
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.9756423234939575,0.13636363636363635
ENZYMES,algebraic_JC,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,64.93436622619629,0.13636363636363635
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,7.8244613468647,0.0
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,30.436510799328484,0.0
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,404.26788899739586,0.0
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,2.0249596357345583,0.16666666666666666
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,3.394942545890808,0.16666666666666666
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,21.64808807373047,0.5
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.7823588371276855,0.3181818181818182
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,3.8464688301086425,0.2727272727272727
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,32.22476692199707,0.09090909090909091
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.835347592830658,0.18181818181818182
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,2.232314944267273,0.045454545454545456
ENZYMES,affinity_GS,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,6.9413676261901855,0.045454545454545456
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,14.421600187694033,0.5
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,99.84355616251628,0.0
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,2779.9121508789062,0.5
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.8462650775909424,0.0
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,24.099711608886718,0.3333333333333333
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,199.6763656616211,0.0
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8240834951400757,0.13636363636363635
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,9.117835426330567,0.2727272727272727
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,72.63443222045899,0.045454545454545456
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.8777081966400146,0.09090909090909091
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.9546558260917664,0.18181818181818182
ENZYMES,affinity_GS,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,57.89242172241211,0.4090909090909091
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,18.513342277606327,0.0
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,215.70073547363282,0.0
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,1685.2819140625,0.0
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.8555919647216796,0.16666666666666666
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,44.47764701843262,0.16666666666666666
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,432.5998809814453,0.16666666666666666
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8044160604476929,0.13636363636363635
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,8.115672969818116,0.09090909090909091
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,81.19585723876953,0.13636363636363635
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.7199960350990295,0.18181818181818182
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.9588177800178528,0.3181818181818182
ENZYMES,affinity_GS,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,58.08138656616211,0.22727272727272727
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,4.878548866113027,0.5
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,38.78153348286946,0.5
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,298.88532368977866,0.0
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.7841025352478028,0.0
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,5.116436171531677,0.16666666666666666
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,19.138796997070312,0.3333333333333333
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8234456062316895,0.22727272727272727
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,3.5557446479797363,0.18181818181818182
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,11.272359085083007,0.13636363636363635
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.8575373888015747,0.13636363636363635
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.8085472583770752,0.18181818181818182
ENZYMES,kron,0.1,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,3.7506624460220337,0.13636363636363635
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,16.991524622465175,0.0
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,129.27050351123947,0.0
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,1326.2044222005209,0.5
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.7783762097358704,0.16666666666666666
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,27.508171463012694,0.16666666666666666
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,118.26266498565674,0.16666666666666666
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8190823793411255,0.09090909090909091
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,9.303369140625,0.22727272727272727
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,147.91412658691405,0.13636363636363635
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.769075095653534,0.4090909090909091
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.8913951516151428,0.22727272727272727
ENZYMES,kron,0.5,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,50.774078369140625,0.09090909090909091
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.001,14.512982191244761,0.0
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.01,248.78206909179687,0.5
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,2,0.1,1923.2656917317709,0.0
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.001,1.851692020893097,0.0
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.01,34.95115070343017,0.0
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,16,0.1,260.61111907958986,0.16666666666666666
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.001,1.8164117574691772,0.2727272727272727
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.01,6.688519477844238,0.09090909090909091
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,32,0.1,489.4630187988281,0.22727272727272727
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.001,1.9690449237823486,0.13636363636363635
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.01,1.8661887645721436,0.13636363636363635
ENZYMES,kron,0.9,Gc_train_2_Gs_infer,False,True,512,2,2,100,300,128,0.1,50.64414978027344,0.13636363636363635
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.001,8.155008896191914,0.0
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.01,48.67706837018331,0.0
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.1,356.86566365559895,0.0
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.001,1.8366577625274658,0.0
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.01,5.185209488868713,0.0
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.1,47.77484970092773,0.16666666666666666
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.001,1.8033620834350585,0.09090909090909091
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.01,3.499451684951782,0.13636363636363635
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.1,4.884603214263916,0.2727272727272727
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.001,1.777989387512207,0.22727272727272727
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.01,2.175248384475708,0.09090909090909091
ENZYMES,variation_neighborhoods,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.1,8.854257106781006,0.22727272727272727
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.001,17.722584820290407,0.5
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.01,99.90966104899843,0.5
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.1,508.996759185791,0.0
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.001,1.8229766011238098,0.16666666666666666
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.01,23.377984714508056,0.0
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.1,66.09170761108399,0.16666666666666666
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.001,1.8063403129577638,0.13636363636363635
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.01,3.9170337200164793,0.18181818181818182
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.1,140.12071838378907,0.18181818181818182
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.001,1.8120048642158508,0.09090909090909091
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.01,1.8803398609161377,0.22727272727272727
ENZYMES,variation_neighborhoods,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.1,55.68332290649414,0.2727272727272727
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.001,16.99522215437765,0.0
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.01,197.98312072753907,0.0
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.1,2521.213575846354,0.0
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.001,1.8798620104789734,0.0
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.01,31.421050834655762,0.16666666666666666
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.1,595.3299102783203,0.16666666666666666
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.001,1.795586848258972,0.09090909090909091
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.01,10.046684837341308,0.18181818181818182
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.1,196.08665466308594,0.18181818181818182
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.001,1.9069011807441711,0.22727272727272727
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.01,1.9529186487197876,0.045454545454545456
ENZYMES,variation_neighborhoods,0.9,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.1,79.6920280456543,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.001,5.807738183438778,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.01,76.13996116478322,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.1,568.4347884114584,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.001,1.7714816093444825,0.3333333333333333
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.01,6.395244216918945,0.16666666666666666
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.1,32.763862419128415,0.16666666666666666
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.001,1.809044599533081,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.01,2.639032077789307,0.0
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.1,17.65052738189697,0.13636363636363635
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.001,1.816237449645996,0.18181818181818182
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.01,2.059954285621643,0.045454545454545456
ENZYMES,algebraic_JC,0.1,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,128,0.1,5.9213035106658936,0.045454545454545456
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.001,23.592196098367374,0.5
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.01,171.77916015625,0.5
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,2,0.1,1211.9858911132812,0.5
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.001,1.8332136154174805,0.16666666666666666
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.01,34.112830543518065,0.3333333333333333
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,16,0.1,88.0685317993164,0.0
ENZYMES,algebraic_JC,0.5,Gc_train_2_Gs_infer,False,False,512,2,2,100,300,32,0.001,1.8050750732421874,0.13636363636363635
